Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date,isolate_clean,country_clean,isolate_key
DQ380155,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Ovis aries,1951,ACCESSION_DQ380155,Kenya,Kenya | ACCESSION_DQ380155
DQ380169,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Homo sapiens,1998,ACCESSION_DQ380169,Kenya,Kenya | ACCESSION_DQ380169
DQ380171,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Ochlerotatus macintoshi,1983,ACCESSION_DQ380171,Kenya,Kenya | ACCESSION_DQ380171
DQ380176,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Bos taurus,NA,ACCESSION_DQ380176,Kenya,Kenya | ACCESSION_DQ380176
DQ380190,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,NA,ACCESSION_DQ380190,Kenya,Kenya | ACCESSION_DQ380190
DQ380192,Rift Valley fever virus,Phlebovirus riftense,NA,M,3900,complete,Kenya,Ovis aries,1951,ACCESSION_DQ380192,Kenya,Kenya | ACCESSION_DQ380192
DQ380196,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Homo sapiens,1998,ACCESSION_DQ380196,Kenya,Kenya | ACCESSION_DQ380196
DQ380198,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Ochlerotatus macintoshi,1983,ACCESSION_DQ380198,Kenya,Kenya | ACCESSION_DQ380198
EF467177,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,Culex poicilipes,2007-01,ACCESSION_EF467177,Kenya,Kenya | ACCESSION_EF467177
EF467178,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,Aedes ochraceus,2006-12,ACCESSION_EF467178,Kenya,Kenya | ACCESSION_EF467178
EU312103,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Bos taurus,1965,ACCESSION_EU312103,Kenya,Kenya | ACCESSION_EU312103
EU312105,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Aedes mcintoshi,1983,ACCESSION_EU312105,Kenya,Kenya | ACCESSION_EU312105
EU312118,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,NA,1962,ACCESSION_EU312118,Kenya,Kenya | ACCESSION_EU312118
EU312119,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,NA,1977,ACCESSION_EU312119,Kenya,Kenya | ACCESSION_EU312119
EU312128,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Homo sapiens,1997,ACCESSION_EU312128,Kenya,Kenya | ACCESSION_EU312128
EU312139,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312139,Kenya,Kenya | ACCESSION_EU312139
EU312140,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312140,Kenya,Kenya | ACCESSION_EU312140
EU312141,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312141,Kenya,Kenya | ACCESSION_EU312141
EU312142,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312142,Kenya,Kenya | ACCESSION_EU312142
EU312143,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312143,Kenya,Kenya | ACCESSION_EU312143
EU312144,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312144,Kenya,Kenya | ACCESSION_EU312144
EU312145,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312145,Kenya,Kenya | ACCESSION_EU312145
EU312146,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312146,Kenya,Kenya | ACCESSION_EU312146
EU312147,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Homo sapiens,2007,ACCESSION_EU312147,Kenya,Kenya | ACCESSION_EU312147
EU574004,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-05-14,ACCESSION_EU574004,Kenya,Kenya | ACCESSION_EU574004
EU574005,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-04-23,ACCESSION_EU574005,Kenya,Kenya | ACCESSION_EU574005
EU574006,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Ovis aries,2007-02-07,ACCESSION_EU574006,Kenya,Kenya | ACCESSION_EU574006
EU574007,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-02-27,ACCESSION_EU574007,Kenya,Kenya | ACCESSION_EU574007
EU574008,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Syncerus caffer,2007-02-09,ACCESSION_EU574008,Kenya,Kenya | ACCESSION_EU574008
EU574009,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574009,Kenya,Kenya | ACCESSION_EU574009
EU574010,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574010,Kenya,Kenya | ACCESSION_EU574010
EU574011,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574011,Kenya,Kenya | ACCESSION_EU574011
EU574012,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574012,Kenya,Kenya | ACCESSION_EU574012
EU574013,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574013,Kenya,Kenya | ACCESSION_EU574013
EU574014,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574014,Kenya,Kenya | ACCESSION_EU574014
EU574015,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574015,Kenya,Kenya | ACCESSION_EU574015
EU574016,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-30,ACCESSION_EU574016,Kenya,Kenya | ACCESSION_EU574016
EU574017,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574017,Kenya,Kenya | ACCESSION_EU574017
EU574018,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574018,Kenya,Kenya | ACCESSION_EU574018
EU574019,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574019,Kenya,Kenya | ACCESSION_EU574019
EU574020,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-25,ACCESSION_EU574020,Kenya,Kenya | ACCESSION_EU574020
EU574021,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574021,Kenya,Kenya | ACCESSION_EU574021
EU574022,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574022,Kenya,Kenya | ACCESSION_EU574022
EU574023,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574023,Kenya,Kenya | ACCESSION_EU574023
EU574024,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Ovis aries,2007-01-26,ACCESSION_EU574024,Kenya,Kenya | ACCESSION_EU574024
EU574025,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574025,Kenya,Kenya | ACCESSION_EU574025
EU574026,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574026,Kenya,Kenya | ACCESSION_EU574026
EU574027,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574027,Kenya,Kenya | ACCESSION_EU574027
EU574028,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574028,Kenya,Kenya | ACCESSION_EU574028
EU574029,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574029,Kenya,Kenya | ACCESSION_EU574029
EU574030,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574030,Kenya,Kenya | ACCESSION_EU574030
EU574031,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-05-14,ACCESSION_EU574031,Kenya,Kenya | ACCESSION_EU574031
EU574032,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-04-23,ACCESSION_EU574032,Kenya,Kenya | ACCESSION_EU574032
EU574033,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Ovis aries,2007-02-07,ACCESSION_EU574033,Kenya,Kenya | ACCESSION_EU574033
EU574034,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-02-27,ACCESSION_EU574034,Kenya,Kenya | ACCESSION_EU574034
EU574035,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574035,Kenya,Kenya | ACCESSION_EU574035
EU574036,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574036,Kenya,Kenya | ACCESSION_EU574036
EU574037,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574037,Kenya,Kenya | ACCESSION_EU574037
EU574038,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574038,Kenya,Kenya | ACCESSION_EU574038
EU574039,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574039,Kenya,Kenya | ACCESSION_EU574039
EU574040,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574040,Kenya,Kenya | ACCESSION_EU574040
EU574041,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574041,Kenya,Kenya | ACCESSION_EU574041
EU574042,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574042,Kenya,Kenya | ACCESSION_EU574042
EU574043,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-30,ACCESSION_EU574043,Kenya,Kenya | ACCESSION_EU574043
EU574044,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574044,Kenya,Kenya | ACCESSION_EU574044
EU574045,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574045,Kenya,Kenya | ACCESSION_EU574045
EU574046,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574046,Kenya,Kenya | ACCESSION_EU574046
EU574047,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-25,ACCESSION_EU574047,Kenya,Kenya | ACCESSION_EU574047
EU574048,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574048,Kenya,Kenya | ACCESSION_EU574048
EU574049,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574049,Kenya,Kenya | ACCESSION_EU574049
EU574050,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Ovis aries,2007-01-26,ACCESSION_EU574050,Kenya,Kenya | ACCESSION_EU574050
EU574051,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574051,Kenya,Kenya | ACCESSION_EU574051
EU574052,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574052,Kenya,Kenya | ACCESSION_EU574052
EU574053,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574053,Kenya,Kenya | ACCESSION_EU574053
EU574054,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574054,Kenya,Kenya | ACCESSION_EU574054
EU574055,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574055,Kenya,Kenya | ACCESSION_EU574055
EU574056,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574056,Kenya,Kenya | ACCESSION_EU574056
EU574057,Rift Valley fever virus,Phlebovirus riftense,NA,S,1689,complete,Kenya,Bos taurus,2007-05-14,ACCESSION_EU574057,Kenya,Kenya | ACCESSION_EU574057
EU574058,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-04-23,ACCESSION_EU574058,Kenya,Kenya | ACCESSION_EU574058
EU574059,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Ovis aries,2007-02-07,ACCESSION_EU574059,Kenya,Kenya | ACCESSION_EU574059
EU574060,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-02-27,ACCESSION_EU574060,Kenya,Kenya | ACCESSION_EU574060
EU574061,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Syncerus caffer,2007-02-09,ACCESSION_EU574061,Kenya,Kenya | ACCESSION_EU574061
EU574062,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574062,Kenya,Kenya | ACCESSION_EU574062
EU574063,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-02-21,ACCESSION_EU574063,Kenya,Kenya | ACCESSION_EU574063
EU574064,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574064,Kenya,Kenya | ACCESSION_EU574064
EU574065,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-02-05,ACCESSION_EU574065,Kenya,Kenya | ACCESSION_EU574065
EU574066,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574066,Kenya,Kenya | ACCESSION_EU574066
EU574067,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Ovis aries,2007-02-07,ACCESSION_EU574067,Kenya,Kenya | ACCESSION_EU574067
EU574068,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574068,Kenya,Kenya | ACCESSION_EU574068
EU574069,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Capra hircus,2006-12-01,ACCESSION_EU574069,Kenya,Kenya | ACCESSION_EU574069
EU574070,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-26,ACCESSION_EU574070,Kenya,Kenya | ACCESSION_EU574070
EU574071,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-30,ACCESSION_EU574071,Kenya,Kenya | ACCESSION_EU574071
EU574072,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574072,Kenya,Kenya | ACCESSION_EU574072
EU574073,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574073,Kenya,Kenya | ACCESSION_EU574073
EU574074,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-31,ACCESSION_EU574074,Kenya,Kenya | ACCESSION_EU574074
EU574075,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-25,ACCESSION_EU574075,Kenya,Kenya | ACCESSION_EU574075
EU574076,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Bos taurus,2007-01-26,ACCESSION_EU574076,Kenya,Kenya | ACCESSION_EU574076
EU574077,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574077,Kenya,Kenya | ACCESSION_EU574077
EU574078,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574078,Kenya,Kenya | ACCESSION_EU574078
EU574079,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-29,ACCESSION_EU574079,Kenya,Kenya | ACCESSION_EU574079
EU574080,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Ovis aries,2007-01-26,ACCESSION_EU574080,Kenya,Kenya | ACCESSION_EU574080
EU574081,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574081,Kenya,Kenya | ACCESSION_EU574081
EU574082,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574082,Kenya,Kenya | ACCESSION_EU574082
EU574083,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574083,Kenya,Kenya | ACCESSION_EU574083
EU574084,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574084,Kenya,Kenya | ACCESSION_EU574084
EU574085,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-16,ACCESSION_EU574085,Kenya,Kenya | ACCESSION_EU574085
EU574086,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574086,Kenya,Kenya | ACCESSION_EU574086
EU574087,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Kenya,Bos taurus,2007-01-12,ACCESSION_EU574087,Kenya,Kenya | ACCESSION_EU574087
HM586953,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2006-12-21,ACCESSION_HM586953,Kenya,Kenya | ACCESSION_HM586953
HM586954,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2006-12-21,ACCESSION_HM586954,Kenya,Kenya | ACCESSION_HM586954
HM586955,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2007-01-05,ACCESSION_HM586955,Kenya,Kenya | ACCESSION_HM586955
HM586956,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2007-01-15,ACCESSION_HM586956,Kenya,Kenya | ACCESSION_HM586956
HM586957,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2007-02-03,ACCESSION_HM586957,Kenya,Kenya | ACCESSION_HM586957
HM586958,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2007-01-30,ACCESSION_HM586958,Kenya,Kenya | ACCESSION_HM586958
HM586961,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Culicidae,2006-12-29,ACCESSION_HM586961,Kenya,Kenya | ACCESSION_HM586961
HM586962,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Culicidae,2007-01-13,ACCESSION_HM586962,Kenya,Kenya | ACCESSION_HM586962
HM586963,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Culicidae,2007-02-13,ACCESSION_HM586963,Kenya,Kenya | ACCESSION_HM586963
HM586964,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2006-12-21,ACCESSION_HM586964,Kenya,Kenya | ACCESSION_HM586964
HM586965,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2006-12-21,ACCESSION_HM586965,Kenya,Kenya | ACCESSION_HM586965
HM586966,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-01-05,ACCESSION_HM586966,Kenya,Kenya | ACCESSION_HM586966
HM586967,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-01-15,ACCESSION_HM586967,Kenya,Kenya | ACCESSION_HM586967
HM586968,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-02-03,ACCESSION_HM586968,Kenya,Kenya | ACCESSION_HM586968
HM586969,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-01-30,ACCESSION_HM586969,Kenya,Kenya | ACCESSION_HM586969
HM586972,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2006-12-29,ACCESSION_HM586972,Kenya,Kenya | ACCESSION_HM586972
HM586973,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-01-13,ACCESSION_HM586973,Kenya,Kenya | ACCESSION_HM586973
HM586974,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Kenya,NA,2007-02-13,ACCESSION_HM586974,Kenya,Kenya | ACCESSION_HM586974
HM586975,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2006-12-21,ACCESSION_HM586975,Kenya,Kenya | ACCESSION_HM586975
HM586976,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2006-12-21,ACCESSION_HM586976,Kenya,Kenya | ACCESSION_HM586976
HM586977,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2007-01-05,ACCESSION_HM586977,Kenya,Kenya | ACCESSION_HM586977
HM586978,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2007-01-15,ACCESSION_HM586978,Kenya,Kenya | ACCESSION_HM586978
HM586979,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2007-02-03,ACCESSION_HM586979,Kenya,Kenya | ACCESSION_HM586979
HM586980,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2007-01-30,ACCESSION_HM586980,Kenya,Kenya | ACCESSION_HM586980
HM586983,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2006-12-29,ACCESSION_HM586983,Kenya,Kenya | ACCESSION_HM586983
HM586984,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Kenya,NA,2007-01-13,ACCESSION_HM586984,Kenya,Kenya | ACCESSION_HM586984
JF309200,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Kenya,Bubalus bubalis,2007-02-09,ACCESSION_JF309200,Kenya,Kenya | ACCESSION_JF309200
JF326186,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Kenya,Homo sapiens,2007,ACCESSION_JF326186,Kenya,Kenya | ACCESSION_JF326186
